,asset,chrtagnt,clcode,effdate,fdicregn,name,trust,total_violations,unique_violations,year,decade,violation,no_violation
15711,449084.0,STATE,21,01/01/1998,Atlanta,Union Planters Bank of Alabama,0.0,1.0,1.0,1998,1990,1.0,0.0
15714,914227.0,OCC,33,09/30/2022,Chicago,Prevail Bank,0.0,3.0,3.0,2022,2020,1.0,0.0
15736,344684.0,OTS,38,09/21/1990,New York,Yorkville Federal Savings and Loan Association,0.0,4.0,4.0,1990,1990,1.0,0.0
15743,65406.0,OCC,34,10/21/2017,Chicago,Ripley Federal Savings Bank,0.0,3.0,3.0,2017,2010,1.0,0.0
15759,2824737.0,OTS,33,06/04/2010,Kansas City,TierOne Bank,0.0,7.0,7.0,2010,2010,1.0,0.0
15763,229965.0,OCC,37,08/31/2022,Chicago,First Federal Savings and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
15767,79269.0,OTS,37,03/24/2000,New York,Albion Federal Savings and Loan Association,0.0,1.0,1.0,2000,2000,1.0,0.0
15773,51628.0,OTS,34,06/28/2002,Chicago,Universal Federal Savings Bank,0.0,1.0,1.0,2002,2000,1.0,0.0
15775,141538.0,OCC,34,08/31/2022,Atlanta,Family Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
15787,481213.0,OTS,33,07/01/2010,New York,First Keystone Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
15788,114564.0,STATE,35,02/20/1991,New York,First Northern Cooperative Bank,0.0,1.0,1.0,1991,1990,1.0,0.0
15794,39551.0,OTS,37,09/17/1998,Kansas City,"Allegiant Bank, FSB",0.0,1.0,1.0,1998,1990,1.0,0.0
15797,16360.0,OCC,38,08/31/2022,Kansas City,Sidney Federal Savings and Loan Association,0.0,2.0,2.0,2022,2020,1.0,0.0
15802,176124.0,OCC,34,08/31/2022,Chicago,Peru Federal Savings Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
15823,139108.0,OTS,38,12/31/1991,Dallas,Pocahontas Federal Savings and Loan Association,1.0,1.0,1.0,1991,1990,1.0,0.0
15826,172658.0,OTS,33,01/13/1995,Dallas,First Federal Savings Bank of Maryville,0.0,1.0,1.0,1995,1990,1.0,0.0
15859,106297.0,OCC,37,10/02/2017,Dallas,Morgan Federal Bank,0.0,1.0,1.0,2017,2010,1.0,0.0
15867,83454.0,OTS,38,05/31/1995,Chicago,Fairbury Federal Savings and Loan Association,0.0,1.0,1.0,1995,1990,1.0,0.0
15868,45085.0,OCC,34,08/31/2022,Chicago,North Side Federal Savings and Loan Association of Chicago,0.0,2.0,2.0,2022,2020,1.0,0.0
15875,189293.0,OTS,33,09/13/2002,New York,"Prestige Bank, A Federal Savings Bank",0.0,2.0,2.0,2002,2000,1.0,0.0
15877,1402978.0,OTS,33,02/01/1991,New York,Comfed Savings Bank,0.0,1.0,1.0,1991,1990,1.0,0.0
15879,539316.0,OTS,33,03/25/1994,San Francisco,"Rocky Mountain Bank, F.S.B.",0.0,1.0,1.0,1994,1990,1.0,0.0
15880,174717.0,OTS,34,09/27/1991,New York,Plymouth Federal Savings Bank,0.0,1.0,1.0,1991,1990,1.0,0.0
15891,92084.0,STATE,42,08/31/2022,New York,Armstrong County Building and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
15892,314016.0,OTS,33,12/31/2004,Atlanta,"Advance Financial Savings Bank, FSB",0.0,1.0,1.0,2004,2000,1.0,0.0
15896,425913.0,OCC,38,08/31/2022,Kansas City,Home Federal Savings and Loan Association of Grand Island,0.0,1.0,1.0,2022,2020,1.0,0.0
15931,776600.0,OCC,37,08/31/2022,Atlanta,Affinity Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
15938,111025.0,STATE,36,08/31/2022,San Francisco,Pioneer Federal Savings and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
15940,26960.0,STATE,36,11/01/1997,New York,First New London Savings and Loan Association Incorporated,0.0,1.0,1.0,1997,1990,1.0,0.0
15952,128496.0,OTS,37,07/30/2007,Dallas,Homestead Bank,0.0,2.0,2.0,2007,2000,1.0,0.0
15959,166639.0,OCC,33,10/19/2013,Chicago,"Diamond Bank, FSB",0.0,1.0,1.0,2013,2010,1.0,0.0
15964,197447.0,OTS,33,01/03/2003,Chicago,"Fairfield Savings Bank, F.S.B.",0.0,1.0,1.0,2003,2000,1.0,0.0
15966,5679284.0,STATE,21,08/31/2022,Kansas City,Great Southern Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
15977,881721.0,OTS,33,05/14/1993,Atlanta,Continental Federal Savings Bank,0.0,1.0,1.0,1993,1990,1.0,0.0
15978,345419.0,OTS,33,09/20/1997,Chicago,"Home Bank, F.S.B.",0.0,1.0,1.0,1997,1990,1.0,0.0
15981,243215.0,STATE,21,03/12/2010,Dallas,Statewide Bank,0.0,5.0,5.0,2010,2010,1.0,0.0
15986,4928520.0,OCC,33,09/23/2022,Chicago,"United Fidelity Bank, fsb",0.0,3.0,3.0,2022,2020,1.0,0.0
15994,2534323.0,OTS,33,11/01/1995,New York,"First Federal Bank, a federal savings bank",0.0,1.0,1.0,1995,1990,1.0,0.0
15997,173716.0,OCC,38,08/31/2022,Dallas,Heritage Bank of St Tammany,0.0,1.0,1.0,2022,2020,1.0,0.0
16000,198852.0,OTS,33,06/05/2003,Chicago,Security Federal Bank & Trust,1.0,2.0,2.0,2003,2000,1.0,0.0
16001,2771379.0,OTS,33,09/07/1990,New York,Home Owners Savings Bank F.S.B.,1.0,1.0,1.0,1990,1990,1.0,0.0
16004,166121.0,STATE,36,04/03/1992,Kansas City,First State Savings Association,0.0,1.0,1.0,1992,1990,1.0,0.0
16013,92982.0,OCC,38,04/19/2013,Chicago,First Federal Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
16018,438985.0,STATE,35,07/16/1994,San Francisco,United California Savings Bank,0.0,1.0,1.0,1994,1990,1.0,0.0
16022,41584653.0,OTS,33,10/01/1997,San Francisco,"Great Western Bank, A FSB",1.0,2.0,2.0,1997,1990,1.0,0.0
16031,59087.0,OCC,34,01/01/2016,Chicago,First Federal Savings and Loan Association of Kewanee,0.0,1.0,1.0,2016,2010,1.0,0.0
16036,106141.0,OCC,34,08/31/2022,Chicago,"First Mutual Bank, FSB",0.0,3.0,3.0,2022,2020,1.0,0.0
16041,95458.0,OTS,34,06/30/1997,Chicago,United Federal Savings Bank of Vincennes,0.0,1.0,1.0,1997,1990,1.0,0.0
16044,629736.0,OCC,38,08/31/2022,San Francisco,First Federal Savings and Loan Association of McMinnville,0.0,1.0,1.0,2022,2020,1.0,0.0
16048,2414251.0,OTS,33,03/01/1998,New York,Main Line Bank,0.0,1.0,1.0,1998,1990,1.0,0.0
16062,14926832.0,OTS,33,10/01/1994,San Francisco,"First Nationwide Bank, A FSB",1.0,2.0,2.0,1994,1990,1.0,0.0
16064,3810521.0,STATE,35,08/03/1989,San Francisco,Lincoln Savings and Loan Association,0.0,1.0,1.0,1989,1980,1.0,0.0
16066,634963.0,STATE,13,03/27/2006,Dallas,Cavalry Banking,1.0,1.0,1.0,2006,2000,1.0,0.0
16067,190725.0,STATE,42,08/31/2022,Chicago,"First Federal Savings and Loan Association of Central Illinois, S.B.",0.0,1.0,1.0,2022,2020,1.0,0.0
16071,809714.0,OCC,3,09/22/1997,New York,Vermont Federal National Bank,0.0,2.0,2.0,1997,1990,1.0,0.0
16078,68065.0,OCC,33,07/01/2016,New York,First Federal Savings Bank of Boston,0.0,1.0,1.0,2016,2010,1.0,0.0
16090,99301.0,OCC,33,02/18/2012,Chicago,Americantrust Federal Savings Bank,1.0,3.0,3.0,2012,2010,1.0,0.0
16094,3796241.0,OTS,37,06/04/1993,San Francisco,Western Federal Savings and Loan,0.0,1.0,1.0,1993,1990,1.0,0.0
16099,200844.0,STATE,36,08/31/2022,Chicago,Paper City Savings Association,0.0,1.0,1.0,2022,2020,1.0,0.0
16112,105110.0,OTS,37,08/07/2004,Chicago,Sobieski Bank,0.0,3.0,3.0,2004,2000,1.0,0.0
16115,362576.0,OCC,33,08/31/2022,Kansas City,Lincoln FSB of Nebraska,0.0,1.0,1.0,2022,2020,1.0,0.0
16125,629132.0,OCC,33,08/31/2022,Dallas,Century Next Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16127,545168.0,OTS,33,02/13/2007,Dallas,First Federal Bank,0.0,2.0,2.0,2007,2000,1.0,0.0
16128,130552.0,OCC,37,10/01/2022,Chicago,Peoples Federal Savings and Loan Association,0.0,2.0,2.0,2022,2020,1.0,0.0
16130,244420.0,OCC,33,08/31/2022,Chicago,First Federal Community Bank of Bucyrus,0.0,2.0,2.0,2022,2020,1.0,0.0
16131,1002305.0,STATE,35,12/16/1991,Chicago,Hunter Savings Association,0.0,1.0,1.0,1991,1990,1.0,0.0
16133,2641449.0,OCC,33,08/31/2022,Kansas City,"North American Savings Bank, F.S.B.",0.0,1.0,1.0,2022,2020,1.0,0.0
16138,578817.0,OTS,33,05/31/2003,New York,Bay State Federal Savings Bank,0.0,1.0,1.0,2003,2000,1.0,0.0
16148,110172.0,OTS,33,04/22/2011,Chicago,Family Bank FSB,0.0,7.0,7.0,2011,2010,1.0,0.0
16170,523655.0,OCC,33,08/31/2022,New York,First Seacoast Bank,1.0,1.0,1.0,2022,2020,1.0,0.0
16180,97262.0,STATE,41,05/01/2000,Chicago,Northwest Savings Bank,0.0,1.0,1.0,2000,2000,1.0,0.0
16188,182561.0,OCC,33,02/10/2012,Chicago,SCB Bank,0.0,2.0,2.0,2012,2010,1.0,0.0
16195,27455.0,STATE,35,11/20/1992,Chicago,Crestline Building and Loan Association,0.0,2.0,2.0,1992,1990,1.0,0.0
16202,38698.0,OCC,38,08/31/2022,Chicago,Carrollton Federal Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
16204,11438990.0,OTS,33,12/04/2009,Chicago,AmTrust Bank,0.0,2.0,2.0,2009,2000,1.0,0.0
16209,64397.0,STATE,36,05/05/1995,New York,American Savings and Loan Association,0.0,9.0,9.0,1995,1990,1.0,0.0
16210,989734.0,STATE,41,08/31/2022,Dallas,First Federal Bank,0.0,3.0,3.0,2022,2020,1.0,0.0
16211,462315.0,STATE,13,08/31/2022,Dallas,High Country Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
16214,493101.0,STATE,21,08/10/2018,Chicago,"First Bank & Trust,",1.0,1.0,1.0,2018,2010,1.0,0.0
16215,668057.0,OCC,3,08/31/2022,Chicago,"First Federal Community Bank, National Association",0.0,3.0,3.0,2022,2020,1.0,0.0
16223,955876.0,OTS,38,12/31/1992,Kansas City,American Charter Federal Savings and Loan Association,0.0,1.0,1.0,1992,1990,1.0,0.0
16226,111823.0,OTS,33,02/13/1998,Kansas City,Liberty Bank and Trust,0.0,1.0,1.0,1998,1990,1.0,0.0
16231,64851.0,STATE,35,05/22/1998,Chicago,Jefferson Savings Bank,0.0,2.0,2.0,1998,1990,1.0,0.0
16233,271870.0,OCC,33,08/31/2022,Dallas,Catalyst Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16234,13882898.0,OCC,37,10/02/2017,New York,Astoria Bank,0.0,3.0,3.0,2017,2010,1.0,0.0
16268,527719.0,STATE,21,08/31/2022,Chicago,Crossroads Bank,1.0,1.0,1.0,2022,2020,1.0,0.0
16271,210815.0,STATE,15,08/31/2022,New York,Commonwealth Co-operative Bank,0.0,12.0,12.0,2022,2020,1.0,0.0
16276,688849.0,STATE,21,08/31/2022,Chicago,Wayne Savings Community Bank,0.0,3.0,3.0,2022,2020,1.0,0.0
16278,166715.0,OCC,33,04/01/2014,San Francisco,Alaska Pacific Bank,0.0,4.0,4.0,2014,2010,1.0,0.0
16282,,OTS,38,11/30/1976,New York,Edmondson Federal Savings and Loan Association of Baltimore Co,,1.0,1.0,1976,1970,1.0,0.0
16286,32342.0,OCC,38,08/31/2022,Kansas City,"The Liberty Savings Association, FSA",0.0,1.0,1.0,2022,2020,1.0,0.0
16300,161877.0,STATE,36,10/16/1989,Kansas City,Banc Iowa Savings Bank,0.0,1.0,1.0,1989,1980,1.0,0.0
16307,319245.0,STATE,21,08/31/2022,Chicago,American Community Bank of Indiana,0.0,1.0,1.0,2022,2020,1.0,0.0
16316,373489.0,STATE,13,11/01/2000,Chicago,M & I Lakeview Bank,0.0,1.0,1.0,2000,2000,1.0,0.0
16325,112191.0,OTS,33,06/06/2008,New York,Summit Federal Savings Bank,0.0,1.0,1.0,2008,2000,1.0,0.0
16328,44285.0,STATE,35,08/30/2019,Chicago,New Valley Central Bank,0.0,1.0,1.0,2019,2010,1.0,0.0
16331,144938.0,STATE,42,02/28/2019,New York,Kopernik Bank,0.0,1.0,1.0,2019,2010,1.0,0.0
16336,241020.0,STATE,21,08/31/2022,Chicago,Logansport Savings Bank,1.0,1.0,1.0,2022,2020,1.0,0.0
16345,108672.0,OTS,37,12/19/2002,Kansas City,"Community Bank - Excelsior Springs, A Savings Bank",0.0,1.0,1.0,2002,2000,1.0,0.0
16352,1683600.0,STATE,21,08/31/2022,San Francisco,Riverview Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16355,,OTS,38,04/30/1983,Atlanta,Peoples Federal Savings and Loan Association,,4.0,4.0,1983,1980,1.0,0.0
16356,127248.0,OCC,37,05/18/2020,Chicago,Dearborn Savings Bank,1.0,2.0,2.0,2020,2020,1.0,0.0
16375,324830.0,OCC,33,10/31/2014,New York,First Federal Savings Bank,0.0,2.0,2.0,2014,2010,1.0,0.0
16383,96466257.0,OCC,3,08/31/2022,New York,"Santander Bank, N.A.",1.0,20.0,20.0,2022,2020,1.0,0.0
16391,4644939.0,STATE,35,12/31/1988,Dallas,United Savings Association of Texas,0.0,6.0,6.0,1988,1980,1.0,0.0
16413,2226287.0,OCC,33,05/01/2016,Chicago,"AnchorBank, fsb",0.0,11.0,11.0,2016,2010,1.0,0.0
16415,126256.0,OCC,37,08/31/2022,Chicago,Midland Federal Savings and Loan Association,1.0,4.0,4.0,2022,2020,1.0,0.0
16416,233597.0,STATE,21,05/01/2021,Chicago,Edgewater  Bank,0.0,1.0,1.0,2021,2020,1.0,0.0
16427,84821.0,OTS,33,07/09/2001,Kansas City,"Provident Bank, F.S.B.",0.0,2.0,2.0,2001,2000,1.0,0.0
16430,587321.0,STATE,42,08/31/2022,New York,Phoenixville Federal Bank and Trust,1.0,3.0,3.0,2022,2020,1.0,0.0
16437,123216.0,OCC,3,10/14/2016,Chicago,"Mfsb, National Association",0.0,1.0,1.0,2016,2010,1.0,0.0
16438,137673.0,STATE,41,02/28/1997,Dallas,Loan and Building State Savings Bank,0.0,1.0,1.0,1997,1990,1.0,0.0
16439,1031900.0,OCC,33,05/05/2017,Chicago,Guaranty Bank,0.0,2.0,2.0,2017,2010,1.0,0.0
16448,15775362.0,OCC,37,08/31/2022,Chicago,Third Federal Savings and Loan Association of Cleveland,0.0,4.0,4.0,2022,2020,1.0,0.0
16452,558863.0,OCC,3,07/22/2004,Chicago,"FSFSB, National Association",0.0,2.0,2.0,2004,2000,1.0,0.0
16456,605418.0,STATE,35,05/16/1998,Chicago,County Savings Bank,0.0,1.0,1.0,1998,1990,1.0,0.0
16464,760267.0,OTS,33,06/30/2005,New York,Ocwen Federal Bank FSB,1.0,2.0,2.0,2005,2000,1.0,0.0
16486,165955.0,OCC,33,01/01/2013,Dallas,First Federal Bank Texas,0.0,1.0,1.0,2013,2010,1.0,0.0
16497,186082.0,OCC,38,08/31/2022,Chicago,First Federal Savings and Loan Association of Greensburg,0.0,2.0,2.0,2022,2020,1.0,0.0
16507,45955.0,STATE,13,08/31/2022,Kansas City,Cornerstone Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
16516,24501.0,OTS,33,11/23/2002,Chicago,Blue River Federal Savings Bank,0.0,2.0,2.0,2002,2000,1.0,0.0
16517,3694232.0,STATE,36,08/31/2022,New York,"Spencer Savings Bank, SLA",0.0,1.0,1.0,2022,2020,1.0,0.0
16525,81872.0,OTS,33,03/08/1996,Chicago,"Metro Savings Bank, FSB",0.0,1.0,1.0,1996,1990,1.0,0.0
16526,153545.0,STATE,36,08/31/2022,Chicago,Mercer Savings Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16531,1583044.0,OTS,38,12/06/2008,New York,Willow Financial Bank,0.0,1.0,1.0,2008,2000,1.0,0.0
16533,932176.0,STATE,21,07/27/2019,Chicago,"Heritage Bank USA, Inc.",0.0,2.0,2.0,2019,2010,1.0,0.0
16557,303584.0,OTS,37,09/25/1994,Atlanta,First Federal Savings and Loan Association of Charlotte,0.0,1.0,1.0,1994,1990,1.0,0.0
16565,47068.0,OCC,34,11/05/2016,Chicago,Merrill Federal Savings and Loan Association,0.0,1.0,1.0,2016,2010,1.0,0.0
16570,2389537.0,OCC,34,06/24/2018,Chicago,Bank Mutual,0.0,4.0,4.0,2018,2010,1.0,0.0
16571,107452.0,OCC,34,02/28/2021,New York,Gibraltar Bank,0.0,3.0,3.0,2021,2020,1.0,0.0
16577,26046.0,OCC,38,09/01/2012,Chicago,First Federal Savings and Loan Association of Pekin,0.0,2.0,2.0,2012,2010,1.0,0.0
16578,264488.0,OCC,33,08/31/2022,Chicago,"Mid-Southern Savings Bank, FSB",0.0,2.0,2.0,2022,2020,1.0,0.0
16588,46807.0,STATE,41,01/26/1996,Atlanta,"Seaboard Savings Bank, Inc., SSB",0.0,1.0,1.0,1996,1990,1.0,0.0
16589,36722.0,OTS,37,06/30/2000,Dallas,Gilmer Savings Bank FSB,0.0,1.0,1.0,2000,2000,1.0,0.0
16614,404384.0,OCC,33,08/31/2022,Atlanta,Cullman Savings Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16665,291292.0,OTS,37,04/19/1996,New York,First Federal Savings and Loan Association,0.0,3.0,3.0,1996,1990,1.0,0.0
16674,261969.0,STATE,35,11/15/1990,New York,"Action Savings Bank, SLA",0.0,1.0,1.0,1990,1990,1.0,0.0
16695,381667.0,OTS,33,06/27/2001,New York,"Crusader Savings Bank, F.S.B.",0.0,3.0,3.0,2001,2000,1.0,0.0
16709,2167240.0,STATE,41,07/14/2004,New York,First Savings Bank,0.0,1.0,1.0,2004,2000,1.0,0.0
16715,563830.0,STATE,42,08/31/2022,New York,Cross County Savings Bank,0.0,3.0,3.0,2022,2020,1.0,0.0
16722,105531.0,OTS,37,03/09/1990,Dallas,Peoples Federal Savings and Loan Association,0.0,1.0,1.0,1990,1990,1.0,0.0
16733,50680164.0,OTS,33,11/13/2002,San Francisco,California Federal Bank,1.0,9.0,9.0,2002,2000,1.0,0.0
16740,1655057.0,OCC,3,11/04/2016,Kansas City,Pulaski Bank National Association,0.0,1.0,1.0,2016,2010,1.0,0.0
16748,56937.0,STATE,41,08/31/2022,Dallas,"First Federal Bank Littlefield, Texas",0.0,1.0,1.0,2022,2020,1.0,0.0
16754,1292268.0,OCC,3,06/30/2007,Atlanta,"Encore Bank, National Association",0.0,2.0,2.0,2007,2000,1.0,0.0
16765,476391.0,OCC,33,04/01/2021,San Francisco,"Broadway Federal Bank, f.s.b.",0.0,3.0,3.0,2021,2020,1.0,0.0
16786,153082.0,OTS,33,06/13/1997,Chicago,SJS Federal Savings Bank,0.0,1.0,1.0,1997,1990,1.0,0.0
16789,12994.0,OTS,34,11/06/2009,Chicago,Home Federal Savings Bank,0.0,13.0,13.0,2009,2000,1.0,0.0
16790,677730.0,OCC,3,03/17/2017,Chicago,"First Clover Leaf Bank, National Association",0.0,2.0,2.0,2017,2010,1.0,0.0
16802,10175915.0,OTS,33,12/03/2005,Kansas City,"Commercial Federal Bank, a Federal Savings Bank",1.0,15.0,15.0,2005,2000,1.0,0.0
16824,220852.0,STATE,21,10/01/2017,Kansas City,First Home Bank,0.0,3.0,3.0,2017,2010,1.0,0.0
16827,328694.0,STATE,41,08/31/2022,New York,1st Bank of Sea Isle City,0.0,2.0,2.0,2022,2020,1.0,0.0
16833,42969.0,OTS,33,10/15/1999,Dallas,Guthrie Federal Savings Bank,0.0,1.0,1.0,1999,1990,1.0,0.0
16838,16353.0,STATE,36,11/01/1994,New York,Springfield Savings and Loan Association,0.0,1.0,1.0,1994,1990,1.0,0.0
16846,46349.0,STATE,41,08/26/2005,Chicago,American Savings Bank of Danville,0.0,1.0,1.0,2005,2000,1.0,0.0
16848,18431369.0,STATE,21,08/31/2022,New York,FirstBank Puerto Rico,1.0,1.0,1.0,2022,2020,1.0,0.0
16856,756146.0,OCC,33,08/31/2022,New York,Carver Federal Savings Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
16857,49202.0,OCC,34,08/31/2022,Kansas City,Tecumseh Federal Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
16859,601967.0,OCC,38,08/31/2022,New York,Geddes Federal Savings and Loan Association,0.0,2.0,2.0,2022,2020,1.0,0.0
16881,467236.0,OCC,33,01/10/2013,Atlanta,Community Bank,0.0,2.0,2.0,2013,2010,1.0,0.0
16889,296573.0,OCC,33,12/04/2015,New York,Scituate Federal Savings Bank,0.0,1.0,1.0,2015,2010,1.0,0.0
16894,169981.0,OCC,38,08/31/2022,New York,Massena Savings and Loan,0.0,2.0,2.0,2022,2020,1.0,0.0
16899,95047.0,OCC,37,04/15/2021,Atlanta,SouthFirst Bank,0.0,9.0,9.0,2021,2020,1.0,0.0
16902,141107.0,STATE,35,01/29/1993,New York,Mayflower Savings Bank SLA,0.0,1.0,1.0,1993,1990,1.0,0.0
16907,1237064.0,OCC,38,08/31/2022,Dallas,First Federal Bank of Louisiana,0.0,1.0,1.0,2022,2020,1.0,0.0
16913,53180.0,STATE,36,08/31/2022,Dallas,Rayne Building and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
16919,83026.0,STATE,35,07/28/2000,Chicago,"Marquette Savings Bank, S.A.",0.0,1.0,1.0,2000,2000,1.0,0.0
16940,3284425.0,OTS,33,07/01/1995,Atlanta,"American Savings of Florida, F.S.B.",0.0,3.0,3.0,1995,1990,1.0,0.0
16964,55405.0,OTS,33,12/09/1994,Atlanta,First Republic Savings Bank FSB,0.0,1.0,1.0,1994,1990,1.0,0.0
16981,348193.0,OTS,33,05/20/1999,New York,Little Falls Bank,0.0,1.0,1.0,1999,1990,1.0,0.0
16992,142242.0,OTS,38,07/31/1992,New York,Doylestown Federal Savings and Loan Association,0.0,1.0,1.0,1992,1990,1.0,0.0
16993,668433.0,OTS,33,07/23/1998,Atlanta,Palmetto Federal Savings Bank of South Carolina,0.0,1.0,1.0,1998,1990,1.0,0.0
17005,5079.0,STATE,36,07/08/1993,Chicago,Benld Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
17023,204686.0,STATE,41,05/12/2000,Chicago,The Ravenna Savings Bank,0.0,1.0,1.0,2000,2000,1.0,0.0
17024,72180.0,OTS,33,08/31/1998,Chicago,Pioneer Federal Savings Bank,0.0,8.0,8.0,1998,1990,1.0,0.0
17027,3807907.0,OCC,33,08/02/2012,Atlanta,BankAtlantic,0.0,4.0,4.0,2012,2010,1.0,0.0
17041,47499.0,STATE,35,12/31/1991,New York,Star Savings and Loan Association,0.0,1.0,1.0,1991,1990,1.0,0.0
17048,528629.0,STATE,35,07/06/2010,New York,"Pamrapo Savings Bank, SLA",0.0,17.0,17.0,2010,2010,1.0,0.0
17060,29526.0,STATE,42,10/01/2005,Chicago,"Rantoul First Bank, s.b.",0.0,2.0,2.0,2005,2000,1.0,0.0
17065,162967.0,STATE,13,08/31/2022,Kansas City,F&M Bank and Trust Company,1.0,1.0,1.0,2022,2020,1.0,0.0
17075,22374.0,STATE,35,11/11/1993,Kansas City,Postal Savings and Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
17077,103229.0,OTS,33,07/01/1995,New York,"Plaistow Co-operative Bank, FSB",0.0,2.0,2.0,1995,1990,1.0,0.0
17080,44670.0,STATE,41,08/31/1998,New York,Peoples Savings Bank,0.0,2.0,2.0,1998,1990,1.0,0.0
17090,107921.0,STATE,42,08/31/2022,Atlanta,"Abbeville First Bank, SSB",0.0,1.0,1.0,2022,2020,1.0,0.0
17092,397143.0,STATE,41,05/21/1999,Chicago,"First Mutual Bank, S.B.",0.0,1.0,1.0,1999,1990,1.0,0.0
17097,363720.0,STATE,35,09/26/1988,Dallas,Continental Savings Association,0.0,1.0,1.0,1988,1980,1.0,0.0
17098,426254.0,OCC,33,09/07/2013,New York,Newport Federal Savings Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
17107,59357.0,OTS,33,11/13/1993,Atlanta,United Savings Bank FSB,0.0,1.0,1.0,1993,1990,1.0,0.0
17119,98594.0,STATE,35,06/30/1993,New York,Hampton Co-operative Bank,0.0,1.0,1.0,1993,1990,1.0,0.0
17137,69853.0,OCC,38,05/23/2020,Kansas City,Central Federal Savings and Loan Association of Rolla,0.0,1.0,1.0,2020,2020,1.0,0.0
17159,3189949.0,STATE,35,05/25/1989,Dallas,University Savings Association,0.0,1.0,1.0,1989,1980,1.0,0.0
17166,191974.0,STATE,35,08/31/2022,San Francisco,"BankPacific, Ltd",0.0,1.0,1.0,2022,2020,1.0,0.0
17169,56065.0,OCC,38,01/01/2016,Kansas City,Home Federal Savings and Loan Association of Nebraska,0.0,1.0,1.0,2016,2010,1.0,0.0
17170,437786.0,STATE,41,06/01/2013,Dallas,"Orange Savings Bank, ssb",0.0,2.0,2.0,2013,2010,1.0,0.0
17175,2380289.0,OTS,33,10/25/2002,San Francisco,"Fidelity Federal Bank, a Federal Savings Bank",1.0,7.0,7.0,2002,2000,1.0,0.0
17197,1629638.0,OCC,33,09/01/2018,Atlanta,CharterBank,0.0,8.0,8.0,2018,2010,1.0,0.0
17199,324983.0,OCC,33,08/31/2022,San Francisco,Universal Bank,0.0,7.0,7.0,2022,2020,1.0,0.0
17211,51954.0,STATE,35,06/16/1993,New York,New Jersey Savings and Loan Association,0.0,1.0,1.0,1993,1990,1.0,0.0
17219,434876.0,STATE,13,06/22/2012,Kansas City,First Federal Savings Bank of Iowa,0.0,2.0,2.0,2012,2010,1.0,0.0
17222,79134776.0,OCC,33,01/01/2022,Atlanta,E*TRADE Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
17238,347408.0,OTS,34,01/30/2009,New York,Suburban Federal Savings Bank,0.0,2.0,2.0,2009,2000,1.0,0.0
17250,119230.0,STATE,41,12/08/2005,Chicago,Pekin Savings Bank,0.0,1.0,1.0,2005,2000,1.0,0.0
17251,6745045.0,OCC,3,08/31/2022,Kansas City,"Pathward, National Association",0.0,4.0,4.0,2022,2020,1.0,0.0
17263,81201.0,OTS,33,12/31/1995,Dallas,"Capital Bank, a Federal Savings Bank",0.0,1.0,1.0,1995,1990,1.0,0.0
17265,37425.0,OCC,33,01/19/2013,Kansas City,BANK 360,0.0,1.0,1.0,2013,2010,1.0,0.0
17281,74853.0,STATE,36,10/14/2005,New York,Westerly Savings Bank,0.0,2.0,2.0,2005,2000,1.0,0.0
17289,344555.0,OCC,38,08/31/2022,Dallas,First Federal Savings and Loan Association,0.0,1.0,1.0,2022,2020,1.0,0.0
17299,1698255.0,OTS,37,10/30/2000,New York,York Federal Savings and Loan Association,1.0,1.0,1.0,2000,2000,1.0,0.0
17311,1133191.0,OTS,33,11/26/1996,Atlanta,"Home Savings Bank, F.S.B.",0.0,1.0,1.0,1996,1990,1.0,0.0
17315,1608137.0,OTS,33,07/19/1996,San Francisco,"Primerit Bank, Federal Savings Bank",0.0,1.0,1.0,1996,1990,1.0,0.0
17372,313646.0,OCC,3,06/05/2013,Dallas,Aurora Interim National Bank,0.0,5.0,5.0,2013,2010,1.0,0.0
17380,453349.0,OTS,33,10/15/2010,Kansas City,"Security Savings Bank, F.S.B.",0.0,3.0,3.0,2010,2010,1.0,0.0
