,asset,chrtagnt,clcode,effdate,fdicregn,name,trust,total_violations,unique_violations,year,decade,violation,no_violation
5953,20129.0,STATE,21,08/31/2022,Kansas City,Boelus State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
5954,,OCC,3,11/12/1976,Atlanta,Fairfax County National Bank,,0.0,0.0,1976,1970,0.0,1.0
5955,,STATE,21,10/02/1972,San Francisco,Bank of Klamath Country,,0.0,0.0,1972,1970,0.0,1.0
5956,,OCC,3,08/01/1982,Kansas City,First Northwestern National Bank of Hoyt Lakes,,0.0,0.0,1982,1980,0.0,1.0
5957,24841.0,STATE,21,03/01/2010,Kansas City,Bank of Minto,0.0,0.0,0.0,2010,2010,0.0,1.0
5958,173388.0,STATE,21,05/27/2005,Chicago,Harris Bank Huntley,0.0,0.0,0.0,2005,2000,0.0,1.0
5959,169319.0,STATE,21,08/31/2022,Kansas City,Citizens' Bank of Charleston,0.0,0.0,0.0,2022,2020,0.0,1.0
5960,232074.0,STATE,13,08/31/2022,Kansas City,Kaw Valley State Bank and Trust Company,1.0,0.0,0.0,2022,2020,0.0,1.0
5961,21891.0,STATE,21,01/25/1985,Kansas City,The Steele State Bank,1.0,0.0,0.0,1985,1980,0.0,1.0
5962,1350702.0,STATE,21,06/24/2000,Dallas,Prime Bank,1.0,0.0,0.0,2000,2000,0.0,1.0
5963,53456.0,OCC,3,08/31/2001,Dallas,First National Bank in Walsenburg,0.0,0.0,0.0,2001,2000,0.0,1.0
5964,130411.0,OCC,3,07/23/2010,Atlanta,Williamsburg First National Bank,0.0,0.0,0.0,2010,2010,0.0,1.0
5965,19884193.0,OCC,33,01/01/2022,New York,"Wilmington Savings Fund Society, FSB",1.0,0.0,0.0,2022,2020,0.0,1.0
5966,996619.0,OCC,3,06/18/1993,Chicago,"Gary-Wheaton Bank, National Association",1.0,0.0,0.0,1993,1990,0.0,1.0
5967,146767.0,STATE,21,08/31/2022,Dallas,Vermilion Bank & Trust Company,0.0,0.0,0.0,2022,2020,0.0,1.0
5968,4061742.0,STATE,21,08/31/2022,Dallas,Texas Bank and Trust Company,1.0,0.0,0.0,2022,2020,0.0,1.0
5969,330205.0,STATE,21,11/10/2000,Atlanta,"One Valley Bank of Mercer County, Inc.",1.0,0.0,0.0,2000,2000,0.0,1.0
5970,466650.0,STATE,21,12/02/1988,New York,First Bank,1.0,0.0,0.0,1988,1980,0.0,1.0
5971,91736.0,STATE,21,11/14/1988,Dallas,First Interstate Bank of North San Antonio,1.0,0.0,0.0,1988,1980,0.0,1.0
5972,176598.0,STATE,21,10/22/1993,Chicago,University Bank,1.0,0.0,0.0,1993,1990,0.0,1.0
5973,147915.0,OCC,3,04/18/2016,Dallas,National Bank of Tennessee,0.0,0.0,0.0,2016,2010,0.0,1.0
5974,1399918.0,STATE,21,06/01/1992,San Francisco,Security Pacific Bank Oregon,1.0,0.0,0.0,1992,1990,0.0,1.0
5975,278210.0,STATE,21,05/27/2005,Chicago,Harris Bank Woodstock,0.0,0.0,0.0,2005,2000,0.0,1.0
5976,24316.0,STATE,21,02/07/1991,Dallas,Lockhart State Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
5977,88232.0,OCC,3,05/01/1991,Chicago,First Wisconsin National Bank of Southgate,0.0,0.0,0.0,1991,1990,0.0,1.0
5978,260560.0,STATE,21,10/01/1987,Dallas,Western Bank-Westheimer,1.0,0.0,0.0,1987,1980,0.0,1.0
5979,14029.0,STATE,21,07/01/1987,Kansas City,Puxico State Bank,0.0,0.0,0.0,1987,1980,0.0,1.0
5980,48309.0,STATE,21,06/13/1997,Dallas,"Norwest Bank Texas, Comfort",0.0,0.0,0.0,1997,1990,0.0,1.0
5981,322871.0,OTS,43,10/30/1999,New York,New London Trust F.S.B.,1.0,0.0,0.0,1999,1990,0.0,1.0
5982,191918.0,STATE,21,04/09/2020,Dallas,First State Bank,0.0,0.0,0.0,2020,2020,0.0,1.0
5983,123391.0,STATE,21,11/18/1985,Kansas City,Boatmen's Bank of Crestwood,1.0,0.0,0.0,1985,1980,0.0,1.0
5984,224762.0,OCC,3,01/01/1994,Dallas,"Norwest Bank Littleton, National Association",1.0,0.0,0.0,1994,1990,0.0,1.0
5985,36996.0,STATE,21,08/29/1997,Atlanta,"The Bank of Ocilla, Georgia",0.0,0.0,0.0,1997,1990,0.0,1.0
5986,253831.0,STATE,21,08/31/2022,Chicago,Longview Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
5987,25429.0,STATE,21,03/31/1994,Chicago,Farmers Liberty Bank,0.0,0.0,0.0,1994,1990,0.0,1.0
5988,20375.0,STATE,21,12/14/1989,Dallas,North Side State Bank,0.0,0.0,0.0,1989,1980,0.0,1.0
5989,,STATE,21,02/16/1978,Atlanta,Southeast Bank of Deerfield Beach,,0.0,0.0,1978,1970,0.0,1.0
5990,492722.0,STATE,21,08/31/2022,Kansas City,Sterling State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
5991,,OCC,3,07/01/1983,Kansas City,Brenton National Bank of South Des Moines,,0.0,0.0,1983,1980,0.0,1.0
5992,438887.0,STATE,21,03/01/1997,New York,The Midland Bank and Trust Company,1.0,0.0,0.0,1997,1990,0.0,1.0
5993,20833.0,STATE,21,01/01/1988,Kansas City,Hawkeye Bank & Trust of Mason City,1.0,0.0,0.0,1988,1980,0.0,1.0
5994,83960.0,STATE,21,02/23/2001,Chicago,Macktown State Bank,0.0,0.0,0.0,2001,2000,0.0,1.0
5995,114787.0,STATE,21,07/09/2021,Chicago,Rochester State Bank,1.0,0.0,0.0,2021,2020,0.0,1.0
5996,6144159.0,STATE,21,08/31/2022,New York,Cambridge Savings Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
5997,189911.0,OCC,3,02/21/1994,Chicago,"American National Bank and Trust Company of Waukegan, Illinois",1.0,0.0,0.0,1994,1990,0.0,1.0
5998,139953.0,OCC,3,08/31/2022,Dallas,"First National Bank, Cortez",0.0,0.0,0.0,2022,2020,0.0,1.0
5999,148664.0,STATE,21,09/30/1995,Kansas City,Brenton Bank and Trust Company,1.0,0.0,0.0,1995,1990,0.0,1.0
6000,919096.0,STATE,21,11/01/2018,San Francisco,Skagit Bank,0.0,0.0,0.0,2018,2010,0.0,1.0
6001,79030.0,STATE,21,02/17/1995,Dallas,"City Bank & Trust Company, New Iberia, Louisiana",1.0,0.0,0.0,1995,1990,0.0,1.0
6002,,STATE,21,12/31/1981,Atlanta,Southeast Bank of Panama City,,0.0,0.0,1981,1980,0.0,1.0
6003,,OCC,3,01/02/1973,New York,First National Bank of Natick,,0.0,0.0,1973,1970,0.0,1.0
6004,99723.0,STATE,21,08/31/2022,Dallas,Bank of Louisiana,0.0,0.0,0.0,2022,2020,0.0,1.0
6005,109379.0,OCC,3,10/10/1991,New York,"Bank Meridian, National Association",1.0,0.0,0.0,1991,1990,0.0,1.0
6006,11305.0,STATE,21,09/25/1999,Chicago,UMB First State Bank of Morrisonville,0.0,0.0,0.0,1999,1990,0.0,1.0
6007,272720.0,STATE,21,08/03/2019,Atlanta,Citizens State Bank,0.0,0.0,0.0,2019,2010,0.0,1.0
6008,137510.0,STATE,21,08/31/2022,Dallas,Freedom Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6009,94789.0,STATE,21,12/01/1986,Kansas City,American Bank of Raytown,0.0,0.0,0.0,1986,1980,0.0,1.0
6010,108184.0,STATE,13,06/16/2018,Kansas City,BANK VI,0.0,0.0,0.0,2018,2010,0.0,1.0
6011,420744.0,STATE,21,07/18/2021,Dallas,The First State Bank,0.0,0.0,0.0,2021,2020,0.0,1.0
6012,,STATE,21,05/03/1974,New York,Susquehanna Valley Bank and Trust Company,,0.0,0.0,1974,1970,0.0,1.0
6013,,STATE,13,10/01/1976,Atlanta,Schoolfield Bank & Trust Company,,0.0,0.0,1976,1970,0.0,1.0
6014,13682.0,STATE,21,04/10/1992,Kansas City,Van Horne Savings Bank,0.0,0.0,0.0,1992,1990,0.0,1.0
6015,525481.0,OTS,44,10/16/1987,New York,"Yankee Bank for Finance and Savings, FSB",0.0,0.0,0.0,1987,1980,0.0,1.0
6016,56243.0,STATE,21,11/29/1991,Kansas City,Nixa Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
6017,152410.0,OCC,3,06/11/1993,Chicago,"First of America Bank-DeKalb, National Association",1.0,0.0,0.0,1993,1990,0.0,1.0
6018,96023.0,STATE,21,05/31/1988,Dallas,First RepublicBank River Oaks,0.0,0.0,0.0,1988,1980,0.0,1.0
6019,8100.0,STATE,21,11/20/1989,Kansas City,Lawrence State Bank,0.0,0.0,0.0,1989,1980,0.0,1.0
6020,246679.0,STATE,21,07/31/2019,Atlanta,PrimeSouth Bank,0.0,0.0,0.0,2019,2010,0.0,1.0
6021,,STATE,21,03/11/1983,Atlanta,Ellis First Park Bank,,0.0,0.0,1983,1980,0.0,1.0
6022,43632.0,OCC,3,02/20/1999,Dallas,"First Bank of Grants, National Association",0.0,0.0,0.0,1999,1990,0.0,1.0
6023,128045.0,STATE,21,06/15/1987,Dallas,Texas Commerce Bank - Airline,0.0,0.0,0.0,1987,1980,0.0,1.0
6024,38736.0,STATE,21,06/07/1991,Dallas,Portland State Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
6025,1589541.0,STATE,41,08/31/2022,New York,Kennebec Savings Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6026,209428.0,STATE,21,05/24/2014,Kansas City,Minnwest Bank Metro,0.0,0.0,0.0,2014,2010,0.0,1.0
6027,193878.0,STATE,21,06/28/2013,Chicago,Oswego Community Bank,1.0,0.0,0.0,2013,2010,0.0,1.0
6028,175341.0,STATE,21,11/16/1987,Atlanta,Roswell Bank,0.0,0.0,0.0,1987,1980,0.0,1.0
6029,324229.0,STATE,21,09/04/1996,Chicago,Beverly Bank,0.0,0.0,0.0,1996,1990,0.0,1.0
6030,16257.0,STATE,21,10/03/1994,Chicago,Community First Bank of May's Lick,0.0,0.0,0.0,1994,1990,0.0,1.0
6031,1297761.0,STATE,21,07/11/1997,Kansas City,Boatmen's Bank of Southern Missouri,1.0,0.0,0.0,1997,1990,0.0,1.0
6032,,STATE,21,06/09/1976,Dallas,Northeast Bank of Houston,,0.0,0.0,1976,1970,0.0,1.0
6033,419905.0,STATE,13,08/31/2022,Kansas City,Maquoketa State Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6034,89853.0,OCC,3,05/08/1993,Chicago,American National Bank of Melrose Park,0.0,0.0,0.0,1993,1990,0.0,1.0
6035,229440.0,STATE,21,08/31/2022,Dallas,American Bank & Trust Company,1.0,0.0,0.0,2022,2020,0.0,1.0
6036,358617.0,STATE,21,04/30/1988,Dallas,First RepublicBank Park Cities,0.0,0.0,0.0,1988,1980,0.0,1.0
6037,20602.0,STATE,21,01/01/1993,Kansas City,Southwest Bank & Trust,0.0,0.0,0.0,1993,1990,0.0,1.0
6038,76533.0,STATE,21,01/24/2020,Dallas,First State Bank of Mobeetie,0.0,0.0,0.0,2020,2020,0.0,1.0
6039,7805.0,STATE,21,06/07/1984,Chicago,State Bank of Scales Mound,0.0,0.0,0.0,1984,1980,0.0,1.0
6040,1424799.0,STATE,21,08/31/2022,Atlanta,Morris Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6041,105961.0,STATE,21,09/30/1988,Dallas,First City Bank - East Dallas,1.0,0.0,0.0,1988,1980,0.0,1.0
6042,32249.0,STATE,13,06/01/1988,Chicago,Old Kent Bank of Three Rivers,0.0,0.0,0.0,1988,1980,0.0,1.0
6043,143560.0,OCC,3,08/31/2022,Dallas,First National Bank of Fort Stockton,1.0,0.0,0.0,2022,2020,0.0,1.0
6044,110011.0,STATE,21,09/30/1997,Chicago,FMB-Security Bank,0.0,0.0,0.0,1997,1990,0.0,1.0
6045,7273.0,STATE,21,04/07/1986,Atlanta,Beneficial Savings Bank of Jacksonville,0.0,0.0,0.0,1986,1980,0.0,1.0
6046,343538.0,STATE,21,02/09/2008,Chicago,Heritage Bank,0.0,0.0,0.0,2008,2000,0.0,1.0
6047,,STATE,13,09/28/1974,Chicago,Tri-City Bank,,0.0,0.0,1974,1970,0.0,1.0
6048,177470.0,OCC,3,03/21/1986,Atlanta,National Bank of Sarasota,1.0,0.0,0.0,1986,1980,0.0,1.0
6049,1072276.0,OCC,3,05/18/1995,Chicago,"First Midwest Bank/Illinois, National Association",1.0,0.0,0.0,1995,1990,0.0,1.0
6050,18979.0,STATE,21,09/03/2016,Kansas City,The Alta Vista State Bank,0.0,0.0,0.0,2016,2010,0.0,1.0
6051,88149.0,OCC,3,01/01/1994,Dallas,"Norwest Bank Broomfield, National Association",0.0,0.0,0.0,1994,1990,0.0,1.0
6052,101903.0,STATE,21,08/31/2022,Kansas City,Strasburg State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6053,37938.0,STATE,21,04/01/2012,Kansas City,The Wellsville Bank,0.0,0.0,0.0,2012,2010,0.0,1.0
6054,23948.0,STATE,21,06/01/1984,Kansas City,uniBank & Trust,1.0,0.0,0.0,1984,1980,0.0,1.0
6055,42374.0,OCC,3,09/01/1985,Atlanta,The First National Bank of Winter Haven,0.0,0.0,0.0,1985,1980,0.0,1.0
6056,216848.0,STATE,21,08/31/2022,Kansas City,Vintage Bank Kansas,0.0,0.0,0.0,2022,2020,0.0,1.0
6057,454584.0,STATE,21,09/11/1999,Kansas City,Eastern Heights Bank,1.0,0.0,0.0,1999,1990,0.0,1.0
6058,52514.0,STATE,21,11/01/1986,San Francisco,The Bank of Seattle,0.0,0.0,0.0,1986,1980,0.0,1.0
6059,109788.0,OCC,3,04/05/2006,Chicago,University National Bank,0.0,0.0,0.0,2006,2000,0.0,1.0
6060,,OCC,3,06/01/1977,Atlanta,Sun First National Bank of Melbourne,,0.0,0.0,1977,1970,0.0,1.0
6061,80416.0,STATE,21,06/01/1995,Chicago,Community State Bank,1.0,0.0,0.0,1995,1990,0.0,1.0
6062,717013.0,STATE,21,08/31/2022,Kansas City,Blue Ridge Bank and Trust Co.,1.0,0.0,0.0,2022,2020,0.0,1.0
6063,648998.0,OCC,3,03/01/1996,Chicago,Northern Trust Bank/O'Hare National Association,1.0,0.0,0.0,1996,1990,0.0,1.0
6064,160831.0,STATE,21,09/16/1996,Chicago,First State Bank of Calumet City,0.0,0.0,0.0,1996,1990,0.0,1.0
6065,712696.0,STATE,21,08/31/2022,Chicago,Franklin Bank & Trust Company,1.0,0.0,0.0,2022,2020,0.0,1.0
6066,164103.0,OCC,3,06/30/1987,Dallas,"NBC Bank - Brooks Field, National Association",0.0,0.0,0.0,1987,1980,0.0,1.0
6067,94183.0,STATE,13,09/30/1991,New York,The Suncook Bank,1.0,0.0,0.0,1991,1990,0.0,1.0
6068,,OCC,3,07/01/1978,Atlanta,Century National Bank of Coral Ridge,,0.0,0.0,1978,1970,0.0,1.0
6069,1100292.0,STATE,41,06/23/2000,New York,Mechanics Savings Bank,1.0,0.0,0.0,2000,2000,0.0,1.0
6070,2527445.0,STATE,41,04/01/2004,New York,The Savings Bank of Manchester,1.0,0.0,0.0,2004,2000,0.0,1.0
6071,7291246.0,STATE,42,08/31/2022,New York,Liberty Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6072,1297255.0,STATE,41,03/01/2001,New York,Summit Bank,1.0,0.0,0.0,2001,2000,0.0,1.0
6073,1018013.0,STATE,41,08/21/1998,New York,The Dime Savings Bank of Wallingford,0.0,0.0,0.0,1998,1990,0.0,1.0
6074,62719.0,STATE,21,12/31/1986,Atlanta,Capital Bank and Trust,1.0,0.0,0.0,1986,1980,0.0,1.0
6075,9803.0,STATE,21,02/26/1987,Dallas,Farmers State Bank,0.0,0.0,0.0,1987,1980,0.0,1.0
6076,4295062.0,STATE,41,10/16/1997,New York,Bank of Boston Connecticut,1.0,0.0,0.0,1997,1990,0.0,1.0
6077,50689.0,STATE,21,06/02/1986,Chicago,Bank of Galesburg,1.0,0.0,0.0,1986,1980,0.0,1.0
6078,305449.0,STATE,21,08/31/2022,Dallas,First State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6079,741759.0,STATE,41,08/31/2022,New York,Franklin Savings Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6080,228079.0,STATE,21,04/19/1990,Dallas,Chas. Schreiner Bank,1.0,0.0,0.0,1990,1990,0.0,1.0
6081,230632.0,STATE,21,07/01/2022,Atlanta,Sandhills Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6082,169823.0,OCC,3,08/03/1995,Dallas,Lakeside National Bank of Lake Charles,1.0,0.0,0.0,1995,1990,0.0,1.0
6083,38811.0,STATE,21,10/01/2016,Kansas City,The Peabody State Bank,0.0,0.0,0.0,2016,2010,0.0,1.0
6084,605963.0,OCC,3,02/01/1986,Atlanta,"Sun Bank/Suncoast, National Association",1.0,0.0,0.0,1986,1980,0.0,1.0
6085,,OCC,3,10/01/1983,Dallas,National Bank of Odessa,,0.0,0.0,1983,1980,0.0,1.0
6086,26159.0,STATE,21,07/15/1985,New York,The Whitefield Savings Bank & Trust Company,1.0,0.0,0.0,1985,1980,0.0,1.0
6087,394411.0,STATE,21,08/31/2022,Dallas,The Dolores State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6088,49304.0,STATE,21,04/11/1994,Chicago,United Community Bank,0.0,0.0,0.0,1994,1990,0.0,1.0
6089,1278487.0,STATE,41,08/31/2022,New York,Merrimack County Savings Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6090,367039.0,STATE,21,07/08/1998,Chicago,Central Illinois Bank,1.0,0.0,0.0,1998,1990,0.0,1.0
6091,10137.0,STATE,21,07/18/1985,Kansas City,Eskridge State Bank,0.0,0.0,0.0,1985,1980,0.0,1.0
6092,34745.0,STATE,21,06/10/1993,Dallas,BancCentral,0.0,0.0,0.0,1993,1990,0.0,1.0
6093,2174491.0,STATE,21,08/31/2022,San Francisco,State Bank of Southern Utah,0.0,0.0,0.0,2022,2020,0.0,1.0
6094,21115.0,STATE,21,12/01/2009,Kansas City,Central Bank,0.0,0.0,0.0,2009,2000,0.0,1.0
6095,317172.0,STATE,21,01/24/2014,Dallas,The Bank of Union,0.0,0.0,0.0,2014,2010,0.0,1.0
6096,22402.0,STATE,21,04/30/1990,Kansas City,Citadel Bank of Augusta,1.0,0.0,0.0,1990,1990,0.0,1.0
6097,63583.0,OCC,3,05/01/1986,Kansas City,"Commerce Bank of Bolivar, National Association",1.0,0.0,0.0,1986,1980,0.0,1.0
6098,117156.0,STATE,21,04/17/1998,Atlanta,Florida International Bank,0.0,0.0,0.0,1998,1990,0.0,1.0
6099,5732885.0,STATE,21,01/11/2000,New York,USTrust,0.0,0.0,0.0,2000,2000,0.0,1.0
6100,45648.0,STATE,21,04/01/1988,Chicago,American Heritage Bank of Granite City,0.0,0.0,0.0,1988,1980,0.0,1.0
6101,,STATE,21,04/01/1974,San Francisco,Bank of Central Idaho,,0.0,0.0,1974,1970,0.0,1.0
6102,110832.0,STATE,21,08/31/2022,Atlanta,The Commercial Bank Of Ozark,0.0,0.0,0.0,2022,2020,0.0,1.0
6103,21840.0,STATE,21,09/01/1992,San Francisco,Bank of Montana Helena,1.0,0.0,0.0,1992,1990,0.0,1.0
6104,170111.0,STATE,21,07/01/1991,Kansas City,Firstar MetroBank,0.0,0.0,0.0,1991,1990,0.0,1.0
6105,60502.0,STATE,21,03/12/1988,Chicago,Land of Lincoln Bank,1.0,0.0,0.0,1988,1980,0.0,1.0
6106,243754.0,STATE,21,02/26/2019,Dallas,Castroville State Bank,0.0,0.0,0.0,2019,2010,0.0,1.0
6107,75456.0,OCC,3,06/22/1987,Dallas,"Texas Commerce Bank - Northwest, National Association",0.0,0.0,0.0,1987,1980,0.0,1.0
6108,,STATE,21,01/01/1984,Atlanta,Sun Bank/Hillsborough,,0.0,0.0,1984,1980,0.0,1.0
6109,13114.0,STATE,21,08/31/2022,Kansas City,The Walton State Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6110,44711.0,STATE,21,01/29/1999,Kansas City,The Martell State Bank,0.0,0.0,0.0,1999,1990,0.0,1.0
6111,5278.0,STATE,21,01/01/2006,Kansas City,The Farmer's State Bank,0.0,0.0,0.0,2006,2000,0.0,1.0
6112,24870651.0,STATE,21,08/31/2022,San Francisco,First Hawaiian Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6113,,OCC,3,01/01/1984,Atlanta,Flagship First National Bank of Volusia County,,0.0,0.0,1984,1980,0.0,1.0
6114,,OCC,3,10/03/1977,New York,Potomac National Bank,,0.0,0.0,1977,1970,0.0,1.0
6115,66840.0,STATE,21,10/10/1995,Kansas City,First Southwest Bank - Mandan,0.0,0.0,0.0,1995,1990,0.0,1.0
6116,6886.0,STATE,21,09/01/1991,Kansas City,The Isabel State Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
6117,50410.0,OCC,3,11/28/2003,Chicago,First National Bank,1.0,0.0,0.0,2003,2000,0.0,1.0
6118,106226.0,OCC,3,12/11/1987,Dallas,"MBank Westbury, National Association",0.0,0.0,0.0,1987,1980,0.0,1.0
6119,2352888.0,STATE,41,04/10/1998,New York,CFX Bank,1.0,0.0,0.0,1998,1990,0.0,1.0
6120,1038474.0,STATE,21,05/28/2004,New York,Granite Bank,1.0,0.0,0.0,2004,2000,0.0,1.0
6121,180246.0,STATE,21,10/10/2019,Kansas City,Keystone Savings Bank,1.0,0.0,0.0,2019,2010,0.0,1.0
6122,92892.0,STATE,21,01/05/2001,Kansas City,Firstate Bank,1.0,0.0,0.0,2001,2000,0.0,1.0
6123,45341.0,STATE,21,08/31/2022,Kansas City,Bank of Greeley,0.0,0.0,0.0,2022,2020,0.0,1.0
6124,6146.0,STATE,21,05/01/1991,Kansas City,The Sharon Valley State Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
6125,148523.0,OCC,3,05/07/1992,Dallas,Affiliated National Bank - Westminster,0.0,0.0,0.0,1992,1990,0.0,1.0
6126,62921.0,STATE,21,12/01/1984,Atlanta,Flagship Bank of Fort Myers,0.0,0.0,0.0,1984,1980,0.0,1.0
6127,17971.0,STATE,21,10/12/2016,Kansas City,The Farmers & Merchants State Bank of Cawker City,0.0,0.0,0.0,2016,2010,0.0,1.0
6128,1435310.0,STATE,21,10/24/1991,New York,BayBank Harvard Trust Company,1.0,0.0,0.0,1991,1990,0.0,1.0
6129,133805.0,STATE,13,10/06/2017,Chicago,State Bank of Arthur,1.0,0.0,0.0,2017,2010,0.0,1.0
6130,69763.0,STATE,21,09/23/2019,Kansas City,Panora State Bank,1.0,0.0,0.0,2019,2010,0.0,1.0
6131,1382924.0,STATE,21,12/15/1989,Atlanta,First American Bank and Trust,1.0,0.0,0.0,1989,1980,0.0,1.0
6132,44560.0,STATE,21,09/01/1984,Kansas City,Commercial Bank of St. Louis County,1.0,0.0,0.0,1984,1980,0.0,1.0
6133,140417.0,OCC,3,05/08/2000,San Francisco,Douglas National Bank,0.0,0.0,0.0,2000,2000,0.0,1.0
6134,,STATE,21,05/31/1982,Atlanta,The Citizens and Southern Bank of Houston County,,0.0,0.0,1982,1980,0.0,1.0
6135,51143.0,STATE,21,02/26/1994,Atlanta,The Citizens Bank,0.0,0.0,0.0,1994,1990,0.0,1.0
6136,95298.0,STATE,13,12/29/1988,Chicago,Landmark Bank of Edgemont,1.0,0.0,0.0,1988,1980,0.0,1.0
6137,25227.0,STATE,13,04/12/1999,Kansas City,Gretna State Bank,0.0,0.0,0.0,1999,1990,0.0,1.0
6138,66596.0,OCC,3,10/19/1990,Atlanta,The National Bank of Commerce of South Charleston,1.0,0.0,0.0,1990,1990,0.0,1.0
6139,272385.0,STATE,21,01/01/2006,Chicago,First Bank of Oak Park,0.0,0.0,0.0,2006,2000,0.0,1.0
6140,,STATE,42,01/01/1977,New York,The Bristol Savings Bank,,0.0,0.0,1977,1970,0.0,1.0
6141,,STATE,42,09/30/1976,New York,Monadnock Savings Bank,,0.0,0.0,1976,1970,0.0,1.0
6142,2400019.0,STATE,15,08/31/2022,New York,Bank of New Hampshire,1.0,0.0,0.0,2022,2020,0.0,1.0
6143,2685566.0,STATE,15,08/31/2022,New York,Mascoma Bank,1.0,0.0,0.0,2022,2020,0.0,1.0
6144,289504.0,STATE,41,01/01/1990,New York,The Saver's Bank,0.0,0.0,0.0,1990,1990,0.0,1.0
6145,389933.0,STATE,42,11/01/1997,New York,Primary Bank,1.0,0.0,0.0,1997,1990,0.0,1.0
6146,,STATE,42,02/28/1983,New York,Granite State Savings Bank,,0.0,0.0,1983,1980,0.0,1.0
6147,187601.0,STATE,21,08/31/2022,Kansas City,Patriots Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6148,34370.0,STATE,13,05/26/2017,Chicago,Fayette County Bank,0.0,0.0,0.0,2017,2010,0.0,1.0
6149,6752.0,STATE,21,03/03/2006,Kansas City,The Farmers State Bank of Corning,0.0,0.0,0.0,2006,2000,0.0,1.0
6150,343347.0,STATE,21,11/18/1985,Kansas City,Boatmen's Bank of St. Louis County,1.0,0.0,0.0,1985,1980,0.0,1.0
6151,,STATE,42,12/31/1981,New York,Gorham Savings Bank,,0.0,0.0,1981,1980,0.0,1.0
6152,167826.0,OCC,3,05/07/1992,Dallas,Affiliated National Bank - Lakeside,1.0,0.0,0.0,1992,1990,0.0,1.0
6153,3754914.0,OCC,3,07/31/1997,New York,First Union National Bank of Maryland,1.0,0.0,0.0,1997,1990,0.0,1.0
6154,,STATE,21,01/02/1975,New York,Colebrook Guaranty Savings Bank,,0.0,0.0,1975,1970,0.0,1.0
6155,492683.0,STATE,41,08/29/1997,New York,Concord Savings Bank,0.0,0.0,0.0,1997,1990,0.0,1.0
6156,28113.0,STATE,41,10/18/1990,New York,Village Savings Bank,0.0,0.0,0.0,1990,1990,0.0,1.0
6157,379383.0,STATE,41,08/31/2022,New York,Sugar River Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6158,440062.0,STATE,41,01/01/1991,New York,First Central Bank,0.0,0.0,0.0,1991,1990,0.0,1.0
6159,703383.0,STATE,41,08/31/2022,New York,Savings Bank of Walpole,0.0,0.0,0.0,2022,2020,0.0,1.0
6160,641019.0,STATE,41,08/31/2022,New York,Woodsville Guaranty Savings Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6161,91675.0,STATE,21,06/06/1988,Chicago,The Brown Deer Bank,1.0,0.0,0.0,1988,1980,0.0,1.0
6162,141627.0,STATE,21,04/09/2016,Kansas City,Security Bank of the Ozarks,0.0,0.0,0.0,2016,2010,0.0,1.0
6163,2259941.0,STATE,21,02/22/2005,San Francisco,City Bank,0.0,0.0,0.0,2005,2000,0.0,1.0
6164,80606.0,STATE,41,10/18/2006,New York,The Siwooganock Bank,0.0,0.0,0.0,2006,2000,0.0,1.0
6165,492676.0,STATE,42,08/31/2022,New York,Claremont Savings Bank,0.0,0.0,0.0,2022,2020,0.0,1.0
6166,,STATE,42,03/01/1983,New York,Dartmouth Savings Bank,,0.0,0.0,1983,1980,0.0,1.0
6167,1070379.0,STATE,21,01/02/1999,Chicago,"Banco Popular, Illinois",1.0,0.0,0.0,1999,1990,0.0,1.0
6168,,STATE,21,03/01/1977,New York,Farmers and Merchants Bank,,0.0,0.0,1977,1970,0.0,1.0
6169,149627.0,STATE,54,05/18/1998,New York,Pawtucket Trust Company,1.0,0.0,0.0,1998,1990,0.0,1.0
6170,,OCC,3,01/02/1981,Atlanta,Inter City National Bank of Bradenton,,0.0,0.0,1981,1980,0.0,1.0
6171,,STATE,21,01/01/1984,Atlanta,Flagship Peoples Bank of Tallahassee,,0.0,0.0,1984,1980,0.0,1.0
6172,105857.0,STATE,21,09/24/2009,Dallas,Texas First Bank - Winnie,0.0,0.0,0.0,2009,2000,0.0,1.0
